image_name,date_taken,circular_mean,circular_variance,circular_median,circular_IQR,quantile_25,quantile_50,quantile_75
DJI_0364,2023-04-20,41.205856086629574,0.8307341492831525,76.94841526894518,88.83154885519934,38.83959335450512,76.94841526894518,127.67114220970446
DJI_0365,2023-04-20,29.433382909013577,0.9198860033933977,84.55176959680455,87.17254138754268,41.29091323608467,84.55176959680455,134.11837184854198
DJI_0366,2023-04-20,35.04354146395911,0.9061891510880314,82.55049286337895,88.05957262407853,40.45996046686048,82.55049286337895,132.40038784278195
DJI_0367,2023-04-20,27.63007161229215,0.9106986215827602,82.40845574431917,86.76441243667688,39.402300684646654,82.40845574431917,132.63788824796978
DJI_0368,2023-04-20,38.310861079104626,0.9507239736731662,86.49953991109152,88.86026677176201,43.11934642053796,86.49953991109152,134.25907964877595
DJI_0369,2023-04-20,11.337161689520984,0.9454186037319388,88.11129349349392,86.57399667734416,42.22715752240399,88.11129349349392,135.65316084505983
DJI_0370,2023-04-20,38.45341621387574,0.8129584791557868,76.16514684334143,89.59817382612393,38.10370810282343,76.16514684334143,128.5055342766995
DJI_0371,2023-04-20,173.29270505111867,0.9728584457522184,89.85625775387014,87.526460825112,43.25246165108525,89.85625775387014,135.72600082597324
DJI_0372,2023-04-20,47.567823270845416,0.9910298985605048,89.83678182504494,89.53430460484239,45.201882452197346,89.83678182504494,134.73618705703973
DJI_0373,2023-04-20,47.31945435180721,0.8128896659313462,76.29303899592023,84.70293497096097,39.69921052258838,76.29303899592023,124.40214549354934
DJI_0374,2023-04-20,33.815068168365414,0.9801876628755456,87.61221140037503,89.75286066962744,43.31404495577343,87.61221140037503,133.561184286146
LL aerial1,2022-03-11,37.09566217551485,0.9763078288074296,88.17738733375586,89.74690845535437,44.082914247504426,88.17738733375586,134.33600579215005
LL grass,2022-12-11,171.94120960203242,0.9203275122409988,91.35667882179943,83.14846112988721,42.009815271681965,91.35667882179943,138.86135414179475
LL grass1 March 2023,2022-12-11,176.95506848988057,0.9706134698715412,90.30506239962932,87.82569055586606,44.09564291543267,90.30506239962932,136.26995235956662
LL grass10 March 2023,2023-04-20,47.37185659619678,0.8991463963327337,81.982656472037,88.22899280932869,41.40360194030028,81.982656472037,129.63259474962896
LL grass11 March 2023,2023-04-20,66.99803087982116,0.9386995137788664,86.87842014515907,86.30416768905417,45.112173451550866,86.87842014515907,131.41634114060503
LL grass12 March 2023,2023-04-20,52.339388609191246,0.9241794603554856,84.48781197721223,88.01300172570052,43.41988118161527,84.48781197721223,131.4328829073158
LL grass13 March 2023,2023-04-20,44.097893708335114,0.8878719139964483,81.29953342317941,88.88448064869371,41.027878152704574,81.29953342317941,129.91235880139828
LL grass15 March 2023,2023-04-20,48.669597953798934,0.8730107556733545,79.99691488315251,86.80999350540498,41.07490848713791,79.99691488315251,127.8849019925429
LL grass16 March 2023,2023-04-20,38.44865212739366,0.9731723561911813,87.7731328002659,89.50629359997507,43.431247410679,87.7731328002659,133.92495381070393
LL grass17 March 2023,2023-04-20,30.994007585217744,0.979152880233668,88.72049360377672,88.95816514761661,43.6993783820635,88.72049360377672,134.7412132344469
LL grass18 March 2023,2023-04-20,54.675988313806585,0.8912650824854786,82.04352538637316,85.72165853824546,42.58707702920224,82.04352538637316,128.3087355674477
LL grass19 March 2023,2023-04-20,50.44736769012624,0.9150473906718712,83.50267206335612,87.81547884246768,42.14752873544509,83.50267206335612,129.96300757791278
LL grass2 March 2023,2022-12-11,7.395787040144643,0.9368036213983983,88.4456393418805,84.26217067495887,41.18280555667192,88.4456393418805,136.92063488171306
LL grass20 March 2023,2023-04-20,41.748217997968,0.9186641601505036,83.41162995566114,89.97660546312022,41.91693656009584,83.41162995566114,131.94033109697563
LL grass21 March 2023,2023-04-20,37.66962404596012,0.9345502085679028,84.4764632943477,89.12579061344509,41.66070476779065,84.4764632943477,132.53491415434556
LL grass22 March 2023,2023-04-20,43.77305134421463,0.8599320115156608,78.88405893489494,88.7303077269502,39.799872287876525,78.88405893489494,128.53018001482673
LL grass23 March 2023,2023-04-20,43.18218102224843,0.8602756534551919,78.7670204741301,88.02608219366613,39.57018895354585,78.7670204741301,127.59627114721198
LL grass24 March 2023,2023-04-20,44.1015912185541,0.836380810504159,77.11303810537092,87.198883365965,39.691890861033166,77.11303810537092,126.89077422699816
LL grass25 March 2023,2023-04-20,44.63150104164964,0.9048401922338504,82.76935834006544,89.23336166414946,41.91376100206561,82.76935834006544,131.14712266621507
LL grass26 March 2023,2023-04-20,41.239178169687655,0.8313271152840618,77.36595794768864,88.94962036569807,39.55013094806027,77.36595794768864,128.49975131375834
LL grass27 March 2023,2023-04-20,28.8011445766568,0.9208644510186016,84.64655099510985,87.44859070458833,41.19739974839802,84.64655099510985,133.7488090438097
LL grass28 March 2023,2023-04-20,36.482142622041934,0.9064128819713352,82.48170118357797,88.67675613394138,40.32296008660245,82.48170118357797,131.64620395266107
LL grass29 March 2023,2023-04-20,28.33215791125506,0.9125316619336838,82.87883081281349,87.26988630701183,39.94687904197982,82.87883081281349,132.676992734968
LL grass3 March 2023,2022-12-11,3.0752611028056145,0.9368298043775858,88.81881108666177,84.32779118513315,41.24573499985348,88.81881108666177,136.91794381472033
LL grass30 March 2023,2023-04-20,36.44533632859666,0.944130994841028,86.09707354823925,88.83946689886623,42.4818441805982,86.09707354823925,133.64237728173197
LL grass31 March 2023,2023-04-20,33.153101096700794,0.9797115040909112,88.73587417867539,89.20750691227084,43.879625619741546,88.73587417867539,134.6721187074707
LL grass32 March 2023,2023-04-20,35.25618859322515,0.9738416266999718,86.98831250438313,89.7173877446804,43.34451346088057,86.98831250438313,133.62712571620017
LL grass4 March 2023,2022-12-11,167.19383109507515,0.945804644735736,91.91671279444051,85.34949721396552,43.04094839467482,91.91671279444051,137.6914511807093
LL grass5 March 2023,2022-12-11,3.979592299556344,0.9202402869608028,88.760850250669307,81.94135406395321,39.980146357980395,88.760850250669307,138.0387922940272
LL grass6 March 2023,2022-12-11,9.373102303264686,0.9326110442394704,87.98170873358417,84.1423971852191,40.8471255042264,87.98170873358417,136.7047283190073
LL grass7 March 2023,2022-12-11,2.282176915801825,0.9044413735806114,88.8273422694787,82.1834495584944,39.904053611998584,88.8273422694787,137.7206040535042
LL grass8 March 2023,2023-04-20,58.516769450504405,0.9271350022179524,85.69314211028524,86.85088918671356,44.284496874606944,85.69314211028524,131.1353860613205
LL grass9 March 2023,2023-04-20,45.23968534157659,0.9174314902618445,84.01817097845526,89.11420674968963,42.29716733658347,84.01817097845526,131.4113740862731
