image_name,date_taken,circular_mean,circular_variance,circular_median,circular_IQR,quantile_25,quantile_50,quantile_75
DJI_0256,2022-11-14,29.866237197250303,0.943341833231396,86.04089975583129,87.48394679684012,41.29909443146676,86.04089975583129,133.81514763462664
DJI_0344,2023-04-20,55.83333216852449,0.9337434647917618,86.1158930690075,87.3512880938095,43.78510032547218,86.1158930690075,131.13638841928167
DJI_0345,2023-04-20,44.43736697530491,0.9225823376089404,84.4137837147565,89.36599735752216,42.3185976106453,84.4137837147565,131.68459496816746
DJI_0346,2023-04-20,47.72565526983619,0.9125125091829988,82.86429757366372,89.01659821014738,42.070095359390336,82.86429757366372,131.08669356953772
DJI_0347,2023-04-20,65.90795434300527,0.941158298953172,86.89895109377358,86.13982473456788,45.28833002947478,86.89895109377358,131.42815476404266
DJI_0348,2023-04-20,51.95467062374473,0.925008871519635,84.87817435632604,87.91640404489894,43.08594336608149,84.87817435632604,131.00234741098043
DJI_0349,2023-04-20,46.13756630050813,0.897836830426388,82.29246356418894,88.02058004512548,41.99693774732381,82.29246356418894,130.0175177924493
DJI_0350,2023-04-20,58.839983041642746,0.9009254918780828,83.29214118232923,85.423931422803,43.48708346662845,83.29214118232923,128.91101488943144
DJI_0351,2023-04-20,49.79472341204466,0.8926803128694754,81.62691901938169,87.64097746217124,41.85504253530194,81.62691901938169,129.49601999747318
DJI_0352,2023-04-20,33.40103923304956,0.9649202555718102,86.85424107140862,89.15247956222478,42.976114195338475,86.85424107140862,133.8236346331137
DJI_0353,2023-04-20,30.389692190079593,0.9808134692795,89.30604435805225,89.15913617186577,44.2577257679669,89.30604435805225,135.09858959610114
DJI_0354,2023-04-20,53.53824961586652,0.8915815812126959,82.25156511834867,85.69683402221179,42.64783244113655,82.25156511834867,128.34466646334835
DJI_0355,2023-04-20,50.924899281451886,0.9265658877274514,84.64284025298984,87.89005014157038,43.236604826608406,84.64284025298984,131.1266549681788
DJI_0356,2023-04-20,56.00607778874911,0.9088899971967808,82.47027311827343,86.75832879081003,42.19009982636096,82.47027311827343,128.94842861717098
DJI_0357,2023-04-20,134.65921768721307,0.9376668498874724,93.6714107460432,89.70283124987371,47.01276132460676,93.6714107460432,136.71559257448047
DJI_0358,2023-04-20,40.9826118868367,0.9225582376802682,84.58136249830412,89.29907472085404,41.92694195578223,84.58136249830412,132.6278672349282
DJI_0359,2023-04-20,38.98366217203518,0.9407666975822544,85.23954796464629,89.42090755311258,42.121199476456304,85.23954796464629,132.7002919233437
DJI_0360,2023-04-20,44.598917917486055,0.8660280261040325,79.52728276231363,87.87443312161425,40.7570179066234,79.52728276231363,128.63145102823765
DJI_0361,2023-04-20,42.48304691922988,0.856711812736163,78.91233452120683,88.66815555644712,39.76308032173176,78.91233452120683,128.43123587817888
DJI_0362,2023-04-20,44.41902375905357,0.8427896666406126,77.47392256815958,87.10130337473028,39.82662686917284,77.47392256815958,126.92793024390312
DJI_0363,2023-04-20,44.383987549914174,0.906747334311594,83.02918567931916,89.71803138975957,41.609636756612815,83.02918567931916,131.3276681463724
