image_name,circular_mean,circular_variance,circular_median,circular_IQR,quantile_25,quantile_50,quantile_75
DJI_0256,29.74848838134051,0.9435085883219845,86.62701725525484,87.43281857011006,41.83600911888091,86.62701725525484,134.40319054877085
DJI_0344,56.055215444175474,0.9322557537134932,85.8604153725082,87.75010051836944,43.48670145461046,85.8604153725082,131.2368019729799
DJI_0345,44.859980743816266,0.922988022068715,84.32027972473647,89.04200477050901,42.74820344906218,84.32027972473647,131.79020821957118
DJI_0346,46.54866792845087,0.9144649755178208,83.13672082416,89.35561874851425,41.97485553849234,83.13672082416,131.33047428700658
DJI_0347,64.73796158711106,0.9435356604888411,86.99265292579189,86.57141082363957,44.97917779152367,86.99265292579189,131.55058861516324
DJI_0348,51.77718220860122,0.9211852867579124,84.34144746325035,88.211091675466193,43.05526636425587,84.34144746325035,131.26635803972206
DJI_0349,46.222081943373055,0.8962363797001076,82.33838497266856,88.16775964759404,41.867381053848334,82.33838497266856,130.03514070144237
DJI_0350,58.874867704491905,0.8993332061339732,83.54062155079501,85.09675118177972,43.703936501982874,83.54062155079501,128.8006876837626
DJI_0351,49.87442463674431,0.8936467372112785,81.45082119500057,87.92040954239512,41.46247430860406,81.45082119500057,129.38288385099918
DJI_0352,35.16793664726624,0.9656371017617118,86.71954910264138,89.16596826658952,43.02825056231598,86.71954910264138,133.86228229572646
DJI_0353,31.955375858225054,0.9814748459467064,89.21966281645126,89.08897272854479,44.59417705404992,89.21966281645126,135.50520432550513
DJI_0354,54.16231748862169,0.893851736370106,82.39235345314815,85.85596537987345,42.81857707415878,82.39235345314815,128.67454245403223
DJI_0355,49.9986178931392,0.9261528158089843,84.6560341634428,88.43661951422925,42.92748445347123,84.6560341634428,131.3641039677005
DJI_0356,55.880301837855434,0.910623064654621,82.94761909845613,86.77311891248145,42.27302578373569,82.94761909845613,129.04614469621714
DJI_0357,134.0489632473017,0.937547318727811,93.94935046912605,89.26461313798956,47.21452666431651,93.94935046912605,136.47913980230607
DJI_0358,41.56715840042071,0.9211792227682848,84.26126326897369,89.82121465926555,42.089162173832264,84.26126326897369,132.2679475145667
DJI_0359,38.42937838804272,0.9413432391789623,85.81832737899877,89.04395624550662,42.50360061350144,85.81832737899877,133.45964436799483
DJI_0360,44.52672075865697,0.8646849379406576,79.99880156667858,88.48226360225519,40.5114783074734,79.99880156667858,128.99374190972858
DJI_0361,42.738527233160035,0.8571354664908216,78.87428989926667,88.18893534521673,39.83742385727264,78.87428989926667,128.02635920248937
DJI_0362,44.41981529074581,0.8438589386177193,77.73786595287626,87.64056928958587,39.9020142163612,77.73786595287626,127.54258350594708
DJI_0363,44.6191803746716,0.9089446616396827,83.20899547956047,89.23751024991867,41.95590400072036,83.20899547956047,131.19341425063902
