image_name,date_taken,circular_mean,circular_variance,circular_median,circular_IQR,quantile_25,quantile_50,quantile_75
DJI_0256,2022-11-14,120.473484043437,0.943802601509945,93.52824269184848,86.79726796331161,48.77792363854763,93.52824269184848,135.57519160185925
DJI_0344,2023-04-20,149.22075499872673,0.92557721233503365,94.6002237665052,87.40639888254202,45.86464693908139,94.6002237665052,138.45824805653936
DJI_0345,2023-04-20,136.65265764962172,0.9214692570452472,95.99610795832258,89.98690258628443,47.53968045034068,95.99610795832258,137.55277786405625
DJI_0346,2023-04-20,137.36005560853093,0.9041073355095331,97.7535935164509,89.2706577897261,49.15771076912885,97.7535935164509,138.42836855885494
DJI_0347,2023-04-20,154.60356954330683,0.934090027229476,94.24371050122431,86.49560662778734,44.718519682809706,94.24371050122431,138.22291305502236
DJI_0348,2023-04-20,142.80243756455147,0.9225257168882572,95.57263208826544,89.02957099319306,46.991452720004254,95.57263208826544,137.9618817268112
DJI_0349,2023-04-20,136.91274390972728,0.8995392007208941,97.69565230912372,89.91813017971191,48.8280318698917,97.69565230912372,138.7461620496036
DJI_0350,2023-04-20,150.7560119561194,0.9055343143755196,97.2292535526024,86.29930537676768,46.75322426535893,97.2292535526024,140.45391888859126
DJI_0351,2023-04-20,139.24007103267064,0.8802058324912201,99.65378608853656,89.94805866149514,49.50209329636571,99.65378608853656,139.55403463487056
DJI_0352,2023-04-20,123.58582388435713,0.9668268478928116,92.62759791528514,89.25400097628972,46.84586018873218,92.62759791528514,136.0998611650219
DJI_0353,2023-04-20,122.7917618744871,0.982187797664476,90.77622856216254,89.58242689421789,45.57905506663005,90.77622856216254,135.16148196084794
DJI_0354,2023-04-20,143.02926489589288,0.8895656659943998,98.4028423073165,88.52463186399936,48.22351581006396,98.4028423073165,139.6988839460646
DJI_0355,2023-04-20,140.2278548404321,0.9172327763679612,96.05419189411826,88.91362809064043,47.37450131054521,96.05419189411826,138.46087321990478
DJI_0356,2023-04-20,144.88638041011396,0.9139757311819868,97.1527587808394,88.83027629544323,47.566552437869845,97.1527587808394,138.73627614242662
DJI_0357,2023-04-20,42.47176842518403,0.9377628970328332,85.58470067175351,89.5876697014493,42.220288789006986,85.58470067175351,132.63261908755769
DJI_0358,2023-04-20,130.66668380733432,0.917333039115912,96.62470251632992,88.11507462196553,49.5117223221366,96.62470251632992,137.62679694410213
DJI_0359,2023-04-20,128.39063594034752,0.9440127575797626,94.06900539601612,88.71169355936294,47.26400292115877,94.06900539601612,135.97569648052172
DJI_0360,2023-04-20,134.6314811082206,0.870019129730748,99.9194670529323,87.75532814806647,51.457954619585166,99.9194670529323,139.21328276765163
DJI_0361,2023-04-20,133.24981545668732,0.8616811970998852,100.32515387235344,87.29017988915066,51.84277341263092,100.32515387235344,139.13295330178158
DJI_0362,2023-04-20,134.52368195538386,0.8422706699684793,102.3784270688311,87.08053090423711,53.09060845759298,102.3784270688311,140.1711393618301
DJI_0363,2023-04-20,134.44867875342382,0.9077820131325672,96.42711565780496,88.90839339956042,48.95401182655135,96.42711565780496,137.86240522611178
DJI_0364,2023-04-20,131.2437900562093,0.8259362566607571,102.77278198776192,84.38586618220015,54.639768996374464,102.77278198776192,139.02563517857462
DJI_0365,2023-04-20,119.61652814725,0.920369278221113,94.83579750390408,86.25875600028789,49.709009259595085,94.83579750390408,135.96776525988298
DJI_0366,2023-04-20,125.04155964789804,0.9072607040410016,96.62595386278258,86.15000218810852,50.73067605007814,96.62595386278258,136.88067823818665
DJI_0367,2023-04-20,118.34326307790649,0.9130654973892312,96.48893245019424,85.04285302331414,50.84945628939136,96.48893245019424,135.8923093127055
DJI_0368,2023-04-20,131.2536092595873,0.9416914121767642,94.21662982763786,88.64970289521213,48.06797281466587,94.21662982763786,136.717675709878
DJI_0369,2023-04-20,101.64132733443206,0.9464926713561352,91.663087941037,86.42996298188547,47.65039443414449,91.663087941037,134.08035741602995
DJI_0370,2023-04-20,128.89446681020257,0.8140037031135444,102.80516234816824,83.34861519448928,55.71464389395858,102.80516234816824,139.06325908844786
DJI_0371,2023-04-20,99.1330287376939,0.9755240945172567,90.8693531358098,87.88218505112323,46.34520085493775,90.8693531358098,134.227385906061
DJI_0372,2023-04-20,136.57252767567604,0.9903564169278158,90.21310010656714,89.46202726988791,45.0000000000001,90.21310010656714,135.5379727301122
DJI_0373,2023-04-20,137.3345352041115,0.8117026616297237,104.6314632376034,86.98363554203574,53.68183720810909,104.6314632376034,140.66547275014483
DJI_0374,2023-04-20,126.64500684981648,0.9809279007610968,92.14795288402767,89.56162482074404,45.91560802565878,92.14795288402767,135.4772328464028
LL aerial1,2022-03-11,127.6172688541074,0.9740692411713798,91.65351015015838,89.59954798504086,46.159602441589065,91.65351015015838,135.75915042662993
LL grass,2022-12-11,83.11237909162855,0.9203969916383754,88.75435137620622,83.90124358708619,47.083185652626405,88.75435137620622,130.9844292397126
LL grass1 March 2023,2022-12-11,88.00119571532832,0.97078156875593,89.72981613188807,87.89436835423865,45.7393246883849,89.72981613188807,133.63369304262355
LL grass10 March 2023,2023-04-20,137.33506154405342,0.89920021514344,98.07830133536145,89.081198815043,49.68190449902509,98.07830133536145,138.76310331406808
LL grass11 March 2023,2023-04-20,156.6256734112913,0.9354615899109704,93.15572850961266,85.61587969634289,44.02887085938182,93.15572850961266,138.41299116303892
LL grass12 March 2023,2023-04-20,142.8846061984787,0.9242468132400236,95.79279649503437,88.68553328868148,47.25556063194524,95.79279649503437,138.57002734326375
LL grass13 March 2023,2023-04-20,135.5356280766099,0.8958612996503218,98.1787328805579,88.89913610217019,49.641940279396586,98.1787328805579,138.54107638156677
LL grass15 March 2023,2023-04-20,139.2421756259714,0.8732627889710122,100.3565386984308,89.75128377181485,50.58611621662771,100.3565386984308,140.33739998844257
LL grass16 March 2023,2023-04-20,130.1589554492227,0.968313445969288,92.87403731220348,89.76201665526034,46.73171307247555,92.87403731220348,136.49372972773588
LL grass17 March 2023,2023-04-20,121.90419598276009,0.9792766700527704,90.90507130787654,89.46346710933,45.42933791842952,90.90507130787654,134.89280502775952
LL grass18 March 2023,2023-04-20,145.97227014110513,0.8970764911138995,98.03419452273134,87.36080140476955,47.21965555319795,98.03419452273134,139.8588541484284
LL grass19 March 2023,2023-04-20,141.02214729363112,0.9175021684986516,96.22388662390712,89.07536735076118,47.43653241094219,96.22388662390712,138.361165060181
LL grass2 March 2023,2022-12-11,97.39025885934184,0.935048201524222,90.70975311643006,84.4964831333231,48.080761675432115,90.70975311643006,132.5772448087552
LL grass20 March 2023,2023-04-20,130.8222144561872,0.9181455262660052,95.70170337658638,88.2794189074323,48.8103773782092,95.70170337658638,137.0897962856415
LL grass21 March 2023,2023-04-20,128.67909607947027,0.9420091802376528,94.37899370158944,88.96210299613959,47.96917831274085,94.37899370158944,136.93128130888044
LL grass22 March 2023,2023-04-20,133.99066252477684,0.8604981599605698,100.73054373999705,87.23700363818503,52.20162957097558,100.73054373999705,139.4386332091606
LL grass23 March 2023,2023-04-20,133.39439850242246,0.8681474576501613,100.59767136320173,87.61468134512737,51.55532088937688,100.59767136320173,139.17000223450424
LL grass24 March 2023,2023-04-20,134.67426936398917,0.8440685347259085,102.24386893811165,87.02865752644695,52.3325014515423,102.24386893811165,139.36115897798925
LL grass25 March 2023,2023-04-20,134.7570037283925,0.9065247546978132,96.76350346799563,88.8141263689837,49.31311125888613,96.76350346799563,138.12723762786982
LL grass26 March 2023,2023-04-20,131.43286912475065,0.8325996085336351,101.39858048614738,85.24952615101506,53.80659513436291,101.39858048614738,139.05612128537797
LL grass27 March 2023,2023-04-20,120.09646928777448,0.9247650566566205,94.96776909082573,86.38064219436953,49.03841739166689,94.96776909082573,135.4190595860364
LL grass28 March 2023,2023-04-20,126.62631605591451,0.9066762413454772,96.61466555589382,86.87944069612652,49.98920466586722,96.61466555589382,136.86864536199374
LL grass29 March 2023,2023-04-20,117.52320054641964,0.9118180012500464,96.36915939146692,85.36381628734256,50.302383682840535,96.36915939146692,135.6661999701831
LL grass3 March 2023,2022-12-11,93.91816095157068,0.93938195643255,90.66048312290174,84.62476752941438,47.55530619052297,90.66048312290174,132.18007371993735
LL grass30 March 2023,2023-04-20,126.747039288691,0.94386162099561,93.89083018140016,88.23902093625428,47.92175973879769,93.89083018140016,136.16078067505197
LL grass31 March 2023,2023-04-20,125.26815048577028,0.9831507046571296,90.9672850024065,89.78240253773797,45.53257374746628,90.9672850024065,135.31497628520424
LL grass32 March 2023,2023-04-20,125.35799999045742,0.9811624396054802,92.1239234445454,89.5133724192656,46.169139327907445,92.1239234445454,135.68251174717304
LL grass4 March 2023,2022-12-11,78.87661784849736,0.948287122951191,88.47843864357078,85.39224881793066,46.00103406545426,88.47843864357078,131.39328288338493
LL grass5 March 2023,2022-12-11,95.86816676325287,0.9256718384314642,90.94242981121435,82.98740983468167,48.59845019725669,90.94242981121435,131.58586003193835
LL grass6 March 2023,2022-12-11,98.34977491310612,0.9375475518367784,90.43295734728676,84.48468217180542,47.49083293137104,90.43295734728676,131.97551510317646
LL grass7 March 2023,2022-12-11,93.94708202356703,0.9034422771836664,90.31810270360089,81.60082904656548,49.05661264624018,90.31810270360089,130.65744169280566
LL grass8 March 2023,2023-04-20,151.30749931454616,0.9354955627998822,93.42653505773038,87.65653018273501,45.289813703035136,93.42653505773038,137.63328352030013
LL grass9 March 2023,2023-04-20,137.64610334034637,0.9247555049280752,95.9127426015296,89.89032064606977,48.04133820936072,95.9127426015296,138.15101756329096
