image_name,circular_mean,circular_variance,circular_median,circular_IQR,quantile_25,quantile_50,quantile_75
DJI_0256,120.47348404343701,0.943802601509945,93.52824269184849,86.79726796331161,48.77792363854763,93.52824269184849,135.57519160185925
DJI_0344,149.22075499872673,0.9255772123350335,94.60022376650521,87.40639888254202,45.86464693908139,94.60022376650521,138.45824805653936
DJI_0345,136.65265764962172,0.9214692570452471,95.99610795832258,89.98690258628443,47.53968045034068,95.99610795832258,137.55277786405625
DJI_0346,137.36005560853093,0.9041073355095333,97.7535935164509,89.2706577897261,49.15771076912885,97.7535935164509,138.42836855885494
DJI_0347,154.60356954330683,0.9340900272294761,94.24371050122431,86.49560662778734,44.718519682809706,94.24371050122431,138.22291305502236
DJI_0348,142.80243756455147,0.9225257168882572,95.57263208826544,89.02957099319306,46.991452720004254,95.57263208826544,137.96188172681119
DJI_0349,136.91274390972728,0.8995392007208941,97.69565230912372,89.91813017971191,48.8280318698917,97.69565230912372,138.7461620496036
DJI_0350,150.7560119561194,0.9055343143755195,97.2292535526024,86.29930537676768,46.75322426535893,97.2292535526024,140.45391888859126
DJI_0351,139.24007103267064,0.8802058324912201,99.65378608853655,89.94805866149514,49.50209329636571,99.65378608853655,139.55403463487056
DJI_0352,123.58582388435711,0.9668268478928117,92.62759791528514,89.25400097628972,46.84586018873218,92.62759791528514,136.0998611650219
DJI_0353,122.7917618744871,0.982187797664476,90.77622856216254,89.58242689421789,45.57905506663005,90.77622856216254,135.16148196084794
DJI_0354,143.02926489589288,0.8895656659943998,98.4028423073165,88.52463186399936,48.22351581006396,98.4028423073165,139.6988839460646
DJI_0355,140.2278548404321,0.9172327763679613,96.05419189411826,88.91362809064043,47.37450131054521,96.05419189411826,138.46087321990478
DJI_0356,144.88638041011396,0.9139757311819868,97.1527587808394,88.83027629544323,47.566552437869845,97.1527587808394,138.73627614242662
DJI_0357,42.47176842518403,0.9377628970328332,85.58470067175351,89.5876697014493,42.220288789006986,85.58470067175351,132.63261908755769
DJI_0358,130.66668380733432,0.9173330391159119,96.62470251632992,88.11507462196553,49.5117223221366,96.62470251632992,137.62679694410213
DJI_0359,128.39063594034752,0.9440127575797626,94.06900539601611,88.71169355936294,47.26400292115877,94.06900539601611,135.97569648052172
DJI_0360,134.6314811082206,0.870019129730748,99.9194670529323,87.75532814806647,51.457954619585166,99.9194670529323,139.21328276765163
DJI_0361,133.24981545668732,0.8616811970998852,100.32515387235343,87.29017988915066,51.84277341263092,100.32515387235343,139.13295330178158
DJI_0362,134.52368195538386,0.8422706699684793,102.3784270688311,87.08053090423711,53.09060845759298,102.3784270688311,140.1711393618301
DJI_0363,134.44867875342382,0.9077820131325672,96.42711565780495,88.90839339956042,48.95401182655135,96.42711565780495,137.86240522611178
DJI_0364,131.2437900562093,0.8259362566607571,102.77278198776193,84.38586618220015,54.639768996374464,102.77278198776193,139.02563517857462
DJI_0365,119.61652814725,0.920369278221113,94.83579750390409,86.25875600028789,49.709009259595085,94.83579750390409,135.96776525988298
DJI_0366,125.04155964789803,0.9072607040410017,96.62595386278258,86.15000218810852,50.73067605007814,96.62595386278258,136.88067823818665
DJI_0367,118.34326307790647,0.9130654973892313,96.48893245019424,85.04285302331414,50.84945628939136,96.48893245019424,135.8923093127055
DJI_0368,131.2536092595873,0.9416914121767642,94.21662982763786,88.64970289521213,48.06797281466587,94.21662982763786,136.717675709878
DJI_0369,101.64132733443206,0.9464926713561352,91.663087941037,86.42996298188547,47.65039443414449,91.663087941037,134.08035741602995
DJI_0370,128.89446681020257,0.8140037031135444,102.80516234816824,83.34861519448928,55.71464389395858,102.80516234816824,139.06325908844786
DJI_0371,99.1330287376939,0.9755240945172567,90.8693531358098,87.88218505112323,46.34520085493775,90.8693531358098,134.227385906061
DJI_0372,136.57252767567604,0.9903564169278158,90.21310010656714,89.46202726988791,45.0000000000001,90.21310010656714,135.5379727301122
DJI_0373,137.3345352041115,0.8117026616297237,104.6314632376034,86.98363554203574,53.68183720810909,104.6314632376034,140.66547275014483
DJI_0374,126.64500684981647,0.9809279007610968,92.14795288402767,89.56162482074404,45.91560802565878,92.14795288402767,135.4772328464028
LL aerial1,127.61726885410741,0.9740692411713798,91.65351015015838,89.59954798504086,46.159602441589065,91.65351015015838,135.75915042662993
LL grass,83.11237909162855,0.9203969916383754,88.75435137620622,83.90124358708619,47.083185652626405,88.75435137620622,130.9844292397126
LL grass1 March 2023,88.00119571532832,0.97078156875593,89.72981613188807,87.89436835423865,45.7393246883849,89.72981613188807,133.63369304262355
LL grass10 March 2023,137.33506154405342,0.89920021514344,98.07830133536143,89.081198815043,49.68190449902509,98.07830133536143,138.76310331406808
