2022-04-14 00:05:16,2.4,7.7,2780,0.0,0.0,0,0.0,0.0,0,2780.00,0.00,0.00,189,12.85,2.62,0.00,5.6,4.998,4.998,4.998,4.998,239
2022-04-14 00:20:16,2.3,6.1,1970,0.0,0.0,0,0.0,0.0,0,4750.00,0.00,0.00,177,12.85,2.46,0.00,5.1,4.998,4.998,4.998,4.998,212
2022-04-14 00:35:16,3.1,7.2,2586,0.0,0.0,0,0.0,0.0,0,7336.00,0.00,0.00,178,12.81,2.47,0.00,4.6,4.998,4.998,4.998,4.998,88
2022-04-14 00:50:16,4.5,7.3,3276,0.0,0.0,0,0.0,0.0,0,10612.00,0.00,0.00,193,12.81,2.68,0.00,4.6,4.998,4.998,4.998,4.998,35
2022-04-14 01:05:16,2.9,10.7,4104,0.0,0.0,0,0.0,0.0,0,14716.00,0.00,0.00,189,12.81,2.63,0.00,4.6,4.998,4.998,4.998,4.998,242
2022-04-14 01:20:16,3.8,10.6,4710,0.0,0.0,0,0.0,0.0,0,19426.00,0.00,0.00,163,12.81,2.27,0.00,5.1,4.998,4.998,4.998,4.998,253
2022-04-14 01:35:16,3.3,8.3,3890,0.0,0.0,0,0.0,0.0,0,23316.00,0.00,0.00,186,12.81,2.59,0.00,5.1,4.998,4.998,4.998,4.998,87
2022-04-14 01:50:16,4.1,8.3,3437,0.0,0.0,0,0.0,0.0,0,26753.00,0.00,0.00,156,12.81,2.16,0.00,4.6,4.998,4.998,4.998,4.998,202
2022-04-14 02:05:16,4.9,10.1,3553,0.0,0.0,0,0.0,0.0,0,30306.00,0.00,0.00,192,12.81,2.67,0.00,5.1,4.998,4.998,4.998,4.998,158
2022-04-14 02:20:16,3.3,6.5,3050,0.0,0.0,0,0.0,0.0,0,33356.00,0.00,0.00,178,12.81,2.48,0.00,4.6,4.998,4.998,4.998,4.998,146
2022-04-14 02:35:16,5.2,7.7,3475,0.0,0.0,0,0.0,0.0,0,36831.00,0.00,0.00,172,12.81,2.39,0.00,5.1,4.998,4.998,4.998,4.998,104
2022-04-14 02:50:16,5.1,9.4,3688,0.0,0.0,0,0.0,0.0,0,40519.00,0.00,0.00,205,12.81,2.85,0.00,5.1,4.998,4.998,4.998,4.998,233
2022-04-14 03:05:16,5.7,10.4,3991,0.0,0.0,0,0.0,0.0,0,44510.00,0.00,0.00,195,12.77,2.71,0.00,5.6,4.998,4.998,4.998,4.998,22
2022-04-14 03:20:16,2.1,9.9,4359,0.0,0.0,0,0.0,0.0,0,48869.00,0.00,0.00,173,12.81,2.41,0.00,5.6,4.998,4.998,4.998,4.998,60
2022-04-14 03:35:16,5.1,9.5,4220,0.0,0.0,0,0.0,0.0,0,53089.00,0.00,0.00,214,12.81,2.97,0.00,5.1,4.998,4.998,4.998,4.998,140
2022-04-14 03:50:16,6.5,11.7,4769,0.0,0.0,0,0.0,0.0,0,57858.00,0.00,0.00,179,12.77,2.49,0.00,5.6,4.998,4.998,4.998,4.998,170
2022-04-14 04:05:16,3.1,9.3,4696,0.0,0.0,0,0.0,0.0,0,62554.00,0.00,0.00,197,12.77,2.74,0.00,5.1,4.998,4.998,4.998,4.998,97
2022-04-14 04:20:16,5.3,10.4,4703,0.0,0.0,0,0.0,0.0,0,67257.00,0.00,0.00,228,12.77,3.16,0.00,5.6,4.998,4.998,4.998,4.998,97
2022-04-14 04:35:16,3.5,8.8,3782,0.0,0.0,0,0.0,0.0,0,71039.00,0.00,0.00,217,12.77,3.01,0.00,5.1,4.998,4.998,4.998,4.998,56
2022-04-14 04:50:16,1.7,9.4,3066,0.0,0.0,0,0.0,0.0,0,74105.00,0.00,0.00,200,12.73,2.77,0.00,5.1,4.998,4.998,4.998,4.998,205
2022-04-14 05:05:16,4.5,8.4,3257,0.0,0.0,0,0.0,0.0,0,77362.00,0.00,0.00,205,12.73,2.85,0.00,5.1,4.998,4.998,4.998,4.998,2
2022-04-14 05:20:16,3.9,7.2,2708,0.0,0.0,0,0.0,0.0,0,80070.00,0.00,0.00,204,12.73,2.84,0.00,4.6,4.998,4.998,4.998,4.998,151
2022-04-14 05:35:16,4.3,8.7,3081,0.0,0.0,0,0.0,0.0,0,83151.00,0.00,0.00,207,12.73,2.88,0.00,4.6,4.998,4.998,4.998,4.998,88
2022-04-14 05:50:16,4.6,8.3,3399,0.0,0.0,0,0.0,0.0,0,86550.00,0.00,0.00,211,12.73,2.93,0.00,5.1,4.998,4.998,4.998,4.998,193
2022-04-14 06:05:16,3.4,10.7,3494,0.0,0.0,0,0.0,0.0,0,90044.00,0.00,0.00,239,12.73,3.32,0.00,5.1,4.998,4.998,4.998,4.998,236
2022-04-14 06:20:16,3.6,8.7,3625,0.0,0.0,0,0.0,0.0,0,93669.00,0.00,0.00,219,12.73,3.04,0.00,5.1,4.998,4.998,4.998,4.998,44
2022-04-14 06:35:16,3.3,9.2,3189,0.0,0.0,0,0.0,0.0,0,96858.00,0.00,0.00,195,12.73,2.71,0.00,4.6,4.998,4.998,4.998,4.998,19
2022-04-14 06:50:16,2.7,5.4,2247,0.0,0.0,0,0.0,0.0,0,99105.00,0.00,0.00,174,12.81,2.42,0.00,5.1,4.998,4.998,4.998,4.998,168
2022-04-14 07:05:16,2.8,7.0,2947,0.0,0.0,0,0.0,0.0,0,102052.00,0.00,0.00,177,12.89,2.47,0.00,6.1,4.998,4.998,4.998,4.998,149
2022-04-14 07:20:16,3.0,11.3,4608,0.0,0.0,0,0.0,0.0,0,106660.00,0.00,0.00,174,13.20,2.41,0.00,6.6,4.998,4.998,4.998,4.998,118
2022-04-14 07:35:16,2.4,11.5,5021,0.0,0.0,0,0.0,0.0,0,111681.00,0.00,0.00,195,13.32,2.71,0.00,7.6,4.998,4.998,4.998,4.998,145
2022-04-14 07:50:16,6.2,10.4,5199,0.0,0.0,0,0.0,0.0,0,116880.00,0.00,0.00,180,13.63,2.50,0.00,8.0,4.998,4.998,4.998,4.998,130
2022-04-14 08:05:16,5.1,13.3,5243,0.0,0.0,0,0.0,0.0,0,122123.00,0.00,0.00,190,14.10,2.64,0.00,9.5,4.998,4.998,4.998,4.998,228
2022-04-14 08:20:16,5.9,14.6,6491,0.0,0.0,0,0.0,0.0,0,128614.00,0.00,0.00,196,14.60,2.73,0.00,9.5,4.998,4.998,4.998,4.998,235
2022-04-14 08:35:16,8.7,16.1,7456,0.0,0.0,0,0.0,0.0,0,136070.00,0.00,0.00,200,14.60,2.77,0.00,10.5,4.998,4.998,4.998,4.998,255
2022-04-14 08:50:16,8.3,17.3,8408,0.0,0.0,0,0.0,0.0,0,144478.00,0.00,0.00,228,14.57,3.17,0.00,11.0,4.998,4.998,4.998,4.998,193
2022-04-14 09:05:16,13.8,22.9,8715,0.0,0.0,0,0.0,0.0,0,153193.00,0.00,0.00,181,14.53,2.51,0.00,11.0,4.998,4.998,4.998,4.998,154
