theta,mag,radian
129.73749069671027,0.7310408899479258,2.264346375933106
67.78957080429457,0.49474868046746556,1.1831512090487608
65.52609186541773,0.5214826554531657,1.1436460490158125
109.38045437829777,0.4832246180880441,1.9090490662287434
107.89499052263714,0.7408615463325753,1.8831228310280954
80.89849499087427,0.537472852599845,1.411945097498896
98.7183452260095,0.23336308263145583,1.7229601563142916
95.34239537707577,0.536172228121134,1.6640387160681926
95.76665791130122,0.45859530103846863,1.671443494183282
82.58913942968495,0.37244446210792753,1.4414524094366743
61.263294287021736,0.5553821867128569,1.0692461959267614
105.1241876305841,0.6502078004572623,1.834763197637989
90.04054902331733,0.4432942286610188,1.5715040407602519
80.85218771341832,0.5907686025126294,1.4111368830396551
124.78303537378662,0.7486769373222856,2.1778748179051295
77.90715422374362,0.6568504125268974,1.3597363520633332
62.85735370116534,0.5027813177127649,1.097067781175979
110.39124743931933,0.6622444994175812,1.9266907331998813
98.30914465121984,0.617620580820566,1.7158182589831588
89.56361835877591,0.4016194916469344,1.5631800303602796
93.25864741189989,0.2814747235406949,1.6276704532941415
79.53077087052414,0.43767834767624264,1.388073808339843
57.38691929878319,0.429946852575972,1.0015906893400421
101.3844944112688,0.5614386707444589,1.7694932379464308
110.63646142457013,0.6540449341256611,1.9309705246144448
92.02447754164118,0.6704969379429332,1.6061301255292157
96.90968732037334,0.5267670775757398,1.6913931208187156
70.71718398829552,0.5279721603229895,1.2342476983343718
84.49580145382228,0.5687006119263304,1.4747299394806104
96.81360133441908,0.5414317741073863,1.6897161039987887
61.66150099216626,0.5967284613571049,1.0761962140350514
50.07910073065332,0.3467346153796863,0.8740451941877985
86.57371185391986,0.45210224488586015,1.5109963175237457
98.81921029812315,0.3601402798156757,1.7247205839229363
111.18564382799373,0.3354142795805793,1.9405555657482023
96.33168205051533,0.4373738078015933,1.6813050257658149
80.16663110716947,0.4539634758108214,1.3991716630518143
64.98647881723194,0.2817601757109863,1.1342280246382475
115.85576995774954,0.3414342816770813,2.0220646431958613
81.46452418592631,0.5189239924668241,1.4218241706149672
57.798979070975506,0.22643765145433592,1.0087824890798158
136.60342767876494,0.43802312186279413,2.3841795825044034
98.10215460594982,0.3297225448087696,1.7122056011743447
80.36969469472889,0.49696415697508267,1.402715791245638
91.63269179177436,0.2477476392088611,1.599292174231645
91.14836572555065,0.48331275937598084,1.5908390897228089
114.42724235128047,0.4005612671236738,1.9971321330073422
60.540548859885234,0.4501203410365282,1.0566319085694964
72.60569992897,0.42266161822635656,1.2672085194755396
66.76425855589098,0.293832962876953,1.165256134453092
79.38458801747144,0.48791895413629854,1.3855224362441143
112.97850783625437,0.30698640620517914,1.9718469457328534
72.97622050685001,0.3368785428512811,1.273675323505938
74.34862632920803,0.284469393489655,1.2976283237796258
68.98314333179042,0.27336188277491863,1.2039829795149137
102.64574459310852,0.21674800708996195,1.7915062063109108
126.75710133511811,0.4661263934671142,2.2123287685819113
118.480872130242,0.6877429600402808,2.067881319307111
76.77813681839815,0.40686369761287033,1.3400312810277313
59.76514499571332,0.5995134102788617,1.0430985581070098
68.91438454935225,0.28504638256834935,1.2027829123717053
143.0661152011887,0.3792394521822634,2.4969747582982524
115.110793442843,0.2674321797773578,2.0090623501607094
48.35101566977577,0.3624365407339718,0.8438844201209584
98.94750953695065,0.6278360644296719,1.7269598280682787
92.62120442605361,0.37215408581785925,1.61654497439738
79.74822036409331,0.5264039494832141,1.3918690179594193
92.48672480851567,0.3796123824878487,1.6141978622945206
103.15397609468627,0.31070119257089285,1.8003765193757975
93.15907487020333,0.34228484824701894,1.6259325845969572
71.99836735228756,0.35910859992993355,1.25660856635781
115.15477540711527,0.31995109439821084,2.009829980248755
104.40973019430656,0.5179814992116678,1.8222935630095884
105.4905353555905,0.3976201889827263,1.8411571716465411
70.061128028836,0.44699000846359216,1.2227973617644727
59.47264003461569,0.48653878492357594,1.0379933834574382
104.26780883901439,0.3694751309043491,1.8198165680808471
85.57575452534245,0.44532698612084365,1.493578676345663
91.48755303065938,0.46376413717828396,1.596759024977923
99.5610838141289,0.448822796151501,1.7376687194105835
105.02797472544408,0.5890883866269531,1.8330839656603868
87.97350431312333,0.43250579130870714,1.5354273047814346
62.72553483149683,0.5566745249429795,1.0947671078840062
97.17102848211323,0.49666928619948136,1.6959543845620635
127.54455296373214,0.46160847113418246,2.226072392201418
92.6239201873788,0.5302422099666302,1.6165923733742031
63.24531500202366,0.4610008218923987,1.103838983246277
104.15152325735134,0.3309048631413505,1.8177870018082303
104.646680020452,0.3553110782429726,1.8264291176378542
