theta,mag,radian
134.520482603,0.971568038,2.3478253327941023
89.860669511,0.600565104,1.5683645510134328
95.100102356,0.57079873,1.6598099050958164
88.098318293,0.539014473,1.5376057196828006
87.709496871,0.592542856,1.530819505666614
85.804469279,0.538443315,1.497570501844875
78.813784931,0.523544586,1.375560043004642
69.158749308,0.584808476,1.2070478819859498
74.518503144,0.574950094,1.3005932335205461
96.287105754,0.471140875,1.6805270226232771
112.773444551,0.411695195,1.9682679162302081
121.718544253,0.452303451,2.124389357949272
117.835245504,0.568496472,2.056613008940645
99.460142693,0.738550181,1.7359069644962297
87.614573621,0.819083065,1.5291627824174205
87.443565488,0.852215564,1.5261781274488821
90.292013963,0.896051641,1.5758929319110435
92.937328813,0.897509409,1.6220623857954433
89.643330329,0.863787309,1.5645712666939415
88.232208445,0.83432968,1.5399425436711962
92.500754075,0.833007261,1.6144427191863118
91.279456148,0.842731139,1.5931270492123804
77.9425873,0.840508003,1.3603547759081174
72.77354717,0.760407299,1.2701380064719017
78.976957873,0.603677319,1.3784079480927076
78.800572044,0.483319962,1.375329434622798
95.59783239,0.499081781,1.6684969329751798
104.005169781,0.531824306,1.81523265177416
91.642034817,0.574644017,1.599455240783929
72.710700202,0.570181002,1.2690411199554061
77.253266986,0.508811031,1.348323866827936
103.905478937,0.48567728,1.8134927183122678
107.72600971,0.509383042,1.8801735594748819
96.520817629,0.516454361,1.6846060643430367
102.528048223,0.60027736,1.7894520171348713
99.919610718,0.79348952,1.7439261943401154
89.264644905,0.780600739,1.557961959215831
92.866935711,0.717072921,1.6208337943948512
89.589920399,0.854567278,1.563639087562182
75.701466453,0.874932599,1.3212398381928832
64.715953656,0.711985276,1.1295064698652617
71.002227571,0.551965796,1.239222647364246
80.231690165,0.5827109,1.4003071578192026
84.09127577,0.469342492,1.4676696343890299
80.263854721,0.480304018,1.4008685352238446
85.526334321,0.383215485,1.4927161310628787
117.92381499,0.424301751,2.058158838088144
90.920338703,0.484228875,1.5868592673957809
64.673443995,0.513798334,1.1287645363169052
76.894563088,0.451083969,1.3420633027680982
104.877495913,0.316919892,1.8304576149287466
102.489922707,0.363479089,1.7887866013516498
